Product,Date,Quantity Sold,Price,Revenue,Location,Category
Product_40,2024-05-01,16,336.5,5384.0,Mumbai,Groceries
Product_43,2024-06-18,1,222.9,222.9,Hyderabad,Electronics
Product_3,2024-03-01,1,94.41,94.41,Chennai,Electronics
Product_27,2024-05-27,11,227.56,2503.16,Chennai,Fashion
Product_9,2024-06-06,12,236.55,2838.6,Delhi,Groceries
Product_45,2024-01-23,3,135.78,407.34,Bangalore,Stationery
Product_50,2024-01-02,5,407.36,2036.8,Chennai,Fashion
Product_48,2024-05-04,9,376.78,3391.02,Mumbai,Electronics
Product_16,2024-04-04,15,447.45,6711.75,Bangalore,Groceries
Product_13,2024-01-31,7,323.24,2262.68,Mumbai,Beauty
Product_28,2024-05-22,1,309.79,309.79,Chennai,Electronics
Product_5,2024-01-06,19,261.07,4960.33,Delhi,Beauty
Product_1,2024-01-30,9,389.93,3509.37,Bangalore,Stationery
Product_37,2024-03-11,2,343.2,686.4,Hyderabad,Stationery
Product_42,2024-04-16,20,96.18,1923.6,Hyderabad,Stationery
Product_50,2024-03-24,11,334.29,3677.19,Bangalore,Beauty
Product_13,2024-06-26,12,64.78,777.36,Mumbai,Beauty
Product_34,2024-03-09,9,488.63,4397.67,Chennai,Stationery
Product_40,2024-06-16,1,54.85,54.85,Bangalore,Electronics
Product_50,2024-01-29,12,471.58,5658.96,Bangalore,Groceries
Product_29,2024-05-03,16,155.15,2482.4,Bangalore,Fashion
Product_43,2024-01-16,6,482.54,2895.24,Mumbai,Groceries
Product_26,2024-04-09,14,499.93,6999.02,Bangalore,Electronics
Product_26,2024-01-08,16,263.3,4212.8,Bangalore,Groceries
Product_8,2024-02-06,20,98.68,1973.6,Mumbai,Beauty
Product_13,2024-04-24,1,415.14,415.14,Delhi,Fashion
Product_2,2024-03-31,9,459.55,4135.95,Delhi,Groceries
Product_31,2024-01-20,17,470.36,7996.12,Chennai,Beauty
Product_17,2024-01-02,1,339.34,339.34,Chennai,Electronics
Product_26,2024-03-26,11,200.14,2201.54,Mumbai,Fashion
Product_23,2024-01-18,3,381.53,1144.59,Bangalore,Fashion
Product_18,2024-05-22,6,90.02,540.12,Mumbai,Beauty
Product_40,2024-02-27,14,345.56,4837.84,Bangalore,Beauty
Product_50,2024-02-27,19,379.15,7203.85,Chennai,Electronics
Product_46,2024-04-19,7,355.01,2485.07,Bangalore,Groceries
Product_30,2024-03-05,10,292.2,2922.0,Hyderabad,Beauty
Product_33,2024-04-17,13,341.76,4442.88,Mumbai,Groceries
Product_22,2024-06-29,13,94.76,1231.88,Hyderabad,Beauty
Product_44,2024-01-23,7,105.85,740.95,Delhi,Fashion
Product_18,2024-04-14,3,493.31,1479.93,Bangalore,Electronics
Product_11,2024-06-25,12,216.05,2592.6,Bangalore,Fashion
Product_5,2024-01-14,10,230.08,2300.8,Mumbai,Stationery
Product_30,2024-06-22,4,309.53,1238.12,Mumbai,Electronics
Product_30,2024-04-22,2,156.42,312.84,Hyderabad,Stationery
Product_16,2024-02-19,1,147.5,147.5,Hyderabad,Beauty
Product_32,2024-01-09,12,178.55,2142.6,Chennai,Beauty
Product_26,2024-03-16,7,170.0,1190.0,Mumbai,Beauty
Product_1,2024-02-16,2,366.32,732.64,Bangalore,Electronics
Product_9,2024-04-03,16,425.87,6813.92,Mumbai,Groceries
Product_48,2024-02-17,1,67.53,67.53,Chennai,Electronics
Product_40,2024-05-14,19,438.92,8339.48,Hyderabad,Fashion
Product_43,2024-06-25,14,68.6,960.4,Delhi,Electronics
Product_50,2024-06-25,17,282.12,4796.04,Delhi,Stationery
Product_38,2024-04-15,10,138.25,1382.5,Bangalore,Fashion
Product_39,2024-04-12,18,129.25,2326.5,Bangalore,Electronics
Product_24,2024-01-31,12,328.4,3940.8,Mumbai,Fashion
Product_10,2024-04-20,1,111.87,111.87,Delhi,Fashion
Product_41,2024-02-13,4,449.07,1796.28,Mumbai,Fashion
Product_2,2024-01-03,16,354.93,5678.88,Hyderabad,Groceries
Product_8,2024-05-03,8,231.01,1848.08,Chennai,Groceries
Product_3,2024-06-16,17,196.06,3333.02,Bangalore,Beauty
Product_7,2024-03-25,20,252.16,5043.2,Mumbai,Groceries
Product_7,2024-03-09,10,212.58,2125.8,Delhi,Groceries
Product_23,2024-04-02,8,103.64,829.12,Bangalore,Stationery
Product_29,2024-01-01,14,423.75,5932.5,Bangalore,Beauty
Product_19,2024-04-13,11,274.87,3023.57,Bangalore,Electronics
Product_45,2024-01-17,15,467.77,7016.55,Mumbai,Groceries
Product_32,2024-02-07,13,135.91,1766.83,Delhi,Fashion
Product_26,2024-02-06,20,266.79,5335.8,Delhi,Fashion
Product_7,2024-02-18,18,445.51,8019.18,Bangalore,Groceries
Product_20,2024-06-21,18,369.2,6645.6,Hyderabad,Electronics
Product_35,2024-06-29,12,53.53,642.36,Bangalore,Beauty
Product_3,2024-03-26,14,349.84,4897.76,Hyderabad,Fashion
Product_7,2024-06-24,20,293.68,5873.6,Bangalore,Beauty
Product_7,2024-01-02,20,461.82,9236.4,Hyderabad,Beauty
Product_48,2024-06-21,6,111.87,671.22,Chennai,Groceries
Product_22,2024-05-26,4,67.86,271.44,Hyderabad,Fashion
Product_42,2024-02-04,15,484.68,7270.2,Chennai,Groceries
Product_7,2024-02-24,20,424.17,8483.4,Hyderabad,Fashion
Product_46,2024-03-29,1,434.06,434.06,Hyderabad,Stationery
Product_8,2024-06-22,7,453.83,3176.81,Hyderabad,Fashion
Product_27,2024-04-28,9,318.79,2869.11,Hyderabad,Fashion
Product_2,2024-05-18,16,381.89,6110.24,Chennai,Stationery
Product_29,2024-01-23,13,115.37,1499.81,Mumbai,Beauty
Product_3,2024-06-12,1,183.68,183.68,Delhi,Fashion
Product_15,2024-02-02,6,111.15,666.9,Bangalore,Stationery
Product_22,2024-01-31,18,60.01,1080.18,Hyderabad,Stationery
Product_45,2024-04-16,9,408.76,3678.84,Bangalore,Fashion
Product_41,2024-04-08,17,430.34,7315.78,Mumbai,Electronics
Product_42,2024-01-19,14,137.54,1925.56,Hyderabad,Electronics
Product_4,2024-02-18,1,204.56,204.56,Bangalore,Stationery
Product_46,2024-04-25,18,213.07,3835.26,Delhi,Beauty
Product_25,2024-04-06,5,418.49,2092.45,Mumbai,Beauty
Product_30,2024-01-15,13,438.14,5695.82,Chennai,Stationery
Product_25,2024-05-16,14,399.71,5595.94,Delhi,Fashion
Product_47,2024-01-22,7,166.36,1164.52,Delhi,Groceries
Product_37,2024-04-16,15,138.57,2078.55,Mumbai,Beauty
Product_28,2024-02-09,3,498.18,1494.54,Hyderabad,Groceries
Product_22,2024-05-08,7,352.2,2465.4,Delhi,Groceries
Product_4,2024-01-14,16,187.69,3003.04,Hyderabad,Fashion
Product_27,2024-03-30,14,472.14,6609.96,Hyderabad,Groceries
Product_11,2024-06-17,18,311.22,5601.96,Chennai,Electronics
Product_2,2024-06-22,15,129.55,1943.25,Mumbai,Groceries
Product_4,2024-03-02,18,326.18,5871.24,Mumbai,Stationery
Product_28,2024-05-03,14,370.84,5191.76,Delhi,Beauty
Product_40,2024-04-21,4,168.95,675.8,Mumbai,Electronics
Product_22,2024-03-09,14,406.16,5686.24,Delhi,Fashion
Product_17,2024-03-05,7,142.4,996.8,Bangalore,Stationery
Product_27,2024-04-22,7,454.35,3180.45,Bangalore,Fashion
Product_29,2024-01-23,13,115.37,1499.81,Mumbai,Beauty
Product_35,2024-02-06,11,82.67,909.37,Chennai,Groceries
Product_48,2024-05-17,2,371.94,743.88,Delhi,Groceries
Product_32,2024-05-26,15,466.49,6997.35,Bangalore,Beauty
Product_30,2024-06-18,8,175.27,1402.16,Mumbai,Beauty
Product_3,2024-04-19,15,147.06,2205.9,Chennai,Fashion
Product_34,2024-01-18,2,407.82,815.64,Chennai,Fashion
Product_12,2024-04-18,10,397.09,3970.9,Chennai,Beauty
Product_48,2024-04-21,11,110.68,1217.48,Mumbai,Beauty
Product_27,2024-02-10,8,97.94,783.52,Chennai,Groceries
Product_9,2024-04-19,4,52.02,208.08,Bangalore,Beauty
Product_31,2024-04-25,6,103.4,620.4,Bangalore,Stationery
Product_34,2024-02-20,11,144.79,1592.69,Mumbai,Fashion
Product_15,2024-05-27,8,113.94,911.52,Mumbai,Electronics
Product_29,2024-05-03,12,52.18,626.16,Chennai,Stationery
Product_34,2024-05-04,13,374.16,4864.08,Delhi,Stationery
Product_14,2024-01-12,16,382.25,6116.0,Chennai,Groceries
Product_37,2024-04-28,20,226.26,4525.2,Mumbai,Fashion
Product_34,2024-03-24,17,168.48,2864.16,Mumbai,Beauty
Product_46,2024-05-27,10,85.4,854.0,Hyderabad,Groceries
Product_17,2024-03-03,18,87.09,1567.62,Bangalore,Fashion
Product_34,2024-01-06,16,122.65,1962.4,Bangalore,Electronics
Product_24,2024-06-14,7,186.42,1304.94,Mumbai,Fashion
Product_45,2024-01-13,2,114.0,228.0,Hyderabad,Beauty
Product_46,2024-04-06,13,452.0,5876.0,Chennai,Beauty
Product_24,2024-05-15,16,203.51,3256.16,Bangalore,Electronics
Product_33,2024-06-29,11,452.45,4976.95,Delhi,Electronics
Product_7,2024-03-01,3,230.41,691.23,Chennai,Stationery
Product_35,2024-04-05,4,480.45,1921.8,Mumbai,Groceries
Product_34,2024-04-09,13,313.79,4079.27,Hyderabad,Groceries
Product_48,2024-06-16,19,490.36,9316.84,Bangalore,Fashion
Product_9,2024-04-22,17,206.49,3510.33,Hyderabad,Stationery
Product_17,2024-06-14,7,114.77,803.39,Bangalore,Fashion
Product_25,2024-02-29,14,90.52,1267.28,Bangalore,Beauty
Product_28,2024-01-22,17,289.87,4927.79,Mumbai,Fashion
Product_9,2024-03-04,9,431.17,3880.53,Chennai,Fashion
Product_44,2024-04-01,18,359.81,6476.58,Hyderabad,Stationery
Product_13,2024-03-10,4,78.87,315.48,Mumbai,Fashion
Product_20,2024-04-09,12,239.7,2876.4,Hyderabad,Electronics
Product_23,2024-06-01,18,405.14,7292.52,Chennai,Electronics
Product_41,2024-05-20,1,330.65,330.65,Bangalore,Fashion
Product_11,2024-02-21,19,451.67,8581.73,Chennai,Groceries
Product_22,2024-06-29,18,478.0,8604.0,Bangalore,Fashion
Product_49,2024-04-03,10,323.39,3233.9,Hyderabad,Electronics
Product_32,2024-01-15,1,112.48,112.48,Chennai,Electronics
,,,,,,
Product_38,2024-04-24,3,274.13,822.39,Mumbai,Stationery
Product_37,2024-05-03,7,206.66,1446.62,Bangalore,Fashion
Product_30,2024-03-08,4,313.99,1255.96,Bangalore,Fashion
Product_24,2024-01-04,1,288.54,288.54,Hyderabad,Stationery
Product_19,2024-06-05,8,295.91,2367.28,Bangalore,Groceries
Product_7,2024-06-11,18,198.81,3578.58,Chennai,Beauty
Product_14,2024-06-13,19,331.28,6294.32,Chennai,Electronics
Product_29,2024-02-18,5,302.44,1512.2,Delhi,Groceries
Product_23,2024-03-28,20,209.0,4180.0,Delhi,Groceries
Product_33,2024-02-15,17,94.13,1600.21,Chennai,Groceries
Product_31,2024-03-05,10,387.91,3879.1,Mumbai,Beauty
Product_7,2024-06-29,13,463.88,6030.44,Delhi,Beauty
Product_8,2024-04-16,18,127.45,2294.1,Hyderabad,Beauty
Product_17,2024-03-02,14,108.28,1515.92,Delhi,Fashion
Product_41,2024-05-25,9,435.11,3915.99,Delhi,Beauty
Product_49,2024-06-25,19,298.85,5678.15,Delhi,Electronics
Product_39,2024-06-12,14,112.1,1569.4,Chennai,Stationery
Product_37,2024-06-08,2,446.73,893.46,Bangalore,Groceries
Product_6,2024-01-06,8,253.3,2026.4,Hyderabad,Stationery
Product_47,2024-02-23,13,351.88,4574.44,Delhi,Electronics
Product_7,2024-06-06,5,390.02,1950.1,Hyderabad,Beauty
Product_21,2024-05-04,18,78.05,1404.9,Delhi,Beauty
Product_34,2024-04-19,3,269.09,807.27,Delhi,Electronics
Product_7,2024-02-25,18,453.48,8162.64,Hyderabad,Electronics
Product_16,2024-06-17,4,468.54,1874.16,Mumbai,Beauty
Product_21,2024-03-16,16,414.62,6633.92,Bangalore,Beauty
Product_25,2024-05-20,16,315.24,5043.84,Bangalore,Electronics
Product_11,2024-01-30,2,101.52,203.04,Delhi,Fashion
Product_11,2024-03-07,9,120.52,1084.68,Delhi,Groceries
Product_28,2024-01-15,14,488.99,6845.86,Chennai,Beauty
Product_17,2024-01-01,3,208.41,625.23,Hyderabad,Beauty
Product_47,2024-06-07,7,74.66,522.62,Delhi,Stationery
Product_48,2024-04-27,17,386.14,6564.38,Bangalore,Groceries
Product_9,2024-01-25,3,303.86,911.58,Hyderabad,Beauty
Product_13,2024-02-24,10,149.03,1490.3,Mumbai,Groceries
Product_28,2024-02-04,4,131.52,526.08,Mumbai,Fashion
Product_7,2024-04-25,16,388.7,6219.2,Chennai,Beauty
Product_19,2024-01-16,12,247.62,2971.44,Hyderabad,Stationery
Product_27,2024-04-03,19,194.75,3700.25,Bangalore,Electronics
Product_29,2024-02-14,19,394.6,7497.4,Delhi,Beauty
Product_33,2024-01-08,10,253.28,2532.8,Delhi,Electronics
Product_11,2024-02-17,6,427.03,2562.18,Hyderabad,Beauty
Product_1,2024-01-18,20,373.02,7460.4,Mumbai,Groceries
Product_10,2024-05-31,3,463.26,1389.78,Chennai,Electronics
Product_11,2024-06-09,1,145.01,145.01,Mumbai,Groceries
Product_48,2024-05-22,7,133.52,934.64,Mumbai,Stationery
Product_19,2024-04-19,11,359.17,3950.87,Hyderabad,Electronics
Product_30,2024-02-16,12,483.03,5796.36,Chennai,Groceries
Product_23,2024-06-25,9,147.85,1330.65,Hyderabad,Beauty
Product_45,2024-05-09,12,474.69,5696.28,Chennai,Groceries
Product_3,2024-05-17,12,72.57,870.84,Bangalore,Fashion
Product_1,2024-01-02,5,56.72,283.6,Mumbai,Beauty
Product_17,2024-06-15,14,293.59,4110.26,Chennai,Groceries
Product_13,2024-05-11,20,265.95,5319.0,Mumbai,Electronics
Product_32,2024-01-25,8,287.72,2301.76,Hyderabad,Stationery
Product_30,2024-01-31,16,305.56,4888.96,Mumbai,Groceries
Product_50,2024-03-29,8,244.44,1955.52,Bangalore,Electronics
Product_5,2024-06-29,7,90.74,635.18,Chennai,Fashion
Product_38,2024-03-07,11,176.69,1943.59,Bangalore,Beauty
Product_5,2024-06-10,7,196.49,1375.43,Chennai,Electronics
Product_14,2024-01-12,16,281.56,4504.96,Mumbai,Groceries
Product_10,2024-02-01,7,331.18,2318.26,Hyderabad,Stationery
Product_17,2024-03-08,19,499.79,9496.01,Hyderabad,Beauty
Product_46,2024-02-03,18,184.29,3317.22,Mumbai,Stationery
Product_21,2024-02-29,4,366.0,1464.0,Delhi,Groceries
Product_41,2024-03-03,6,495.56,2973.36,Delhi,Groceries
Product_4,2024-02-26,11,158.28,1741.08,Delhi,Stationery
Product_5,2024-04-12,9,367.98,3311.82,Chennai,Beauty
Product_38,2024-02-15,19,317.44,6031.36,Hyderabad,Fashion
Product_40,2024-01-13,19,280.42,5327.98,Bangalore,Fashion
Product_30,2024-04-04,19,442.83,8413.77,Chennai,Electronics
Product_29,2024-06-03,15,446.99,6704.85,Chennai,Electronics
Product_37,2024-02-29,20,81.48,1629.6,Chennai,Stationery
Product_6,2024-05-16,13,213.57,2776.41,Hyderabad,Stationery
Product_36,2024-01-08,19,471.27,8954.13,Hyderabad,Beauty
Product_40,2024-06-19,15,109.34,1640.1,Mumbai,Electronics
Product_6,2024-03-04,3,481.06,1443.18,Chennai,Electronics
Product_26,2024-02-19,3,209.91,629.73,Hyderabad,Stationery
Product_7,2024-05-07,18,195.87,3525.66,Mumbai,Fashion
Product_1,2024-03-01,5,287.93,1439.65,Chennai,Beauty
Product_44,2024-04-09,12,269.16,3229.92,Delhi,Groceries
Product_10,2024-02-10,14,288.33,4036.62,Hyderabad,Beauty
Product_33,2024-01-04,8,206.02,1648.16,Bangalore,Groceries
Product_42,2024-01-05,16,371.3,5940.8,Hyderabad,Electronics
Product_13,2024-03-16,8,307.24,2457.92,Chennai,Fashion
Product_30,2024-03-30,10,375.64,3756.4,Delhi,Groceries
Product_1,2024-02-18,9,363.82,3274.38,Hyderabad,Groceries
Product_30,2024-02-21,13,471.11,6124.43,Chennai,Electronics
Product_17,2024-04-07,11,62.78,690.58,Delhi,Beauty
Product_42,2024-04-14,15,324.62,4869.3,Bangalore,Stationery
Product_28,2024-04-13,17,151.64,2577.88,Delhi,Beauty
Product_14,2024-01-26,16,409.45,6551.2,Hyderabad,Beauty
Product_36,2024-02-05,13,223.03,2899.39,Hyderabad,Stationery
Product_20,2024-02-08,4,104.99,419.96,Mumbai,Beauty
Product_12,2024-03-01,14,441.7,6183.8,Delhi,Groceries
Product_8,2024-06-06,13,166.77,2168.01,Hyderabad,Beauty
Product_28,2024-01-14,13,111.34,1447.42,Delhi,Fashion
Product_25,2024-05-20,6,140.41,842.46,Mumbai,Stationery
Product_46,2024-01-15,7,324.6,2272.2,Delhi,Groceries
Product_8,2024-06-27,19,121.11,2301.09,Hyderabad,Fashion
Product_27,2024-01-21,14,311.64,4362.96,Bangalore,Stationery
,,,,,,
Product_15,2024-05-04,3,441.48,1324.44,Hyderabad,Beauty
Product_25,2024-03-09,5,281.47,1407.35,Chennai,Groceries
Product_5,2024-05-17,16,162.23,2595.68,Bangalore,Beauty
Product_23,2024-02-02,9,172.28,1550.52,Bangalore,Beauty
Product_3,2024-04-01,18,69.32,1247.76,Delhi,Fashion
Product_35,2024-03-07,4,398.7,1594.8,Mumbai,Groceries
Product_25,2024-06-08,5,239.28,1196.4,Hyderabad,Fashion
Product_8,2024-03-14,10,76.63,766.3,Delhi,Fashion
Product_23,2024-06-18,12,428.04,5136.48,Chennai,Stationery
Product_45,2024-02-24,5,403.17,2015.85,Bangalore,Beauty
Product_27,2024-06-18,18,101.57,1828.26,Bangalore,Stationery
Product_16,2024-02-21,15,441.79,6626.85,Bangalore,Fashion
Product_9,2024-03-23,3,341.08,1023.24,Bangalore,Stationery
Product_26,2024-02-24,10,256.84,2568.4,Delhi,Electronics
Product_8,2024-02-21,15,308.08,4621.2,Delhi,Beauty
Product_13,2024-06-22,7,360.84,2525.88,Delhi,Groceries
Product_40,2024-03-14,15,427.65,6414.75,Bangalore,Beauty
Product_36,2024-01-06,9,318.56,2867.04,Chennai,Stationery
Product_27,2024-04-13,14,101.84,1425.76,Chennai,Fashion
Product_49,2024-01-20,6,485.39,2912.34,Mumbai,Fashion
Product_23,2024-02-08,13,328.67,4272.71,Bangalore,Fashion
Product_41,2024-06-03,14,447.13,6259.82,Delhi,Beauty
Product_19,2024-05-11,16,274.61,4393.76,Delhi,Beauty
Product_34,2024-03-15,8,412.26,3298.08,Hyderabad,Fashion
Product_39,2024-05-15,19,444.34,8442.46,Delhi,Beauty
Product_4,2024-02-13,3,252.29,756.87,Delhi,Electronics
Product_20,2024-01-28,10,368.35,3683.5,Chennai,Fashion
Product_50,2024-04-07,17,373.83,6355.11,Chennai,Electronics
Product_48,2024-04-13,8,282.68,2261.44,Delhi,Stationery
Product_5,2024-03-01,1,266.99,266.99,Delhi,Electronics
Product_29,2024-06-13,16,178.73,2859.68,Hyderabad,Fashion
Product_20,2024-05-08,10,455.67,4556.7,Hyderabad,Beauty
Product_14,2024-01-23,6,218.1,1308.6,Bangalore,Electronics
Product_29,2024-02-25,3,406.5,1219.5,Chennai,Groceries
Product_6,2024-02-17,19,465.32,8841.08,Chennai,Fashion
Product_18,2024-01-06,2,322.33,644.66,Hyderabad,Beauty
Product_47,2024-04-20,11,405.65,4462.15,Hyderabad,Beauty
Product_48,2024-01-05,1,59.9,59.9,Mumbai,Groceries
Product_20,2024-06-05,9,154.01,1386.09,Bangalore,Fashion
Product_35,2024-05-01,16,398.61,6377.76,Chennai,Groceries
,,,,,,
Product_29,2024-04-20,1,67.06,67.06,Bangalore,Fashion
Product_35,2024-01-29,15,194.87,2923.05,Bangalore,Groceries
Product_33,2024-01-10,1,432.59,432.59,Hyderabad,Electronics
Product_31,2024-03-14,2,95.05,190.1,Delhi,Electronics
Product_21,2024-06-10,1,124.98,124.98,Bangalore,Groceries
Product_25,2024-06-13,3,345.58,1036.74,Mumbai,Groceries
Product_36,2024-04-16,18,81.91,1474.38,Mumbai,Stationery
Product_48,2024-05-03,1,375.07,375.07,Mumbai,Electronics
Product_44,2024-01-29,10,423.89,4238.9,Bangalore,Stationery
Product_29,2024-04-17,1,219.95,219.95,Chennai,Stationery
Product_25,2024-03-29,5,335.4,1677.0,Delhi,Beauty
Product_12,2024-03-11,3,232.41,697.23,Bangalore,Fashion
Product_8,2024-01-28,8,275.49,2203.92,Delhi,Beauty
Product_19,2024-05-03,10,90.57,905.7,Mumbai,Beauty
Product_11,2024-04-19,20,282.63,5652.6,Bangalore,Fashion
Product_22,2024-06-29,8,445.24,3561.92,Chennai,Electronics
Product_50,2024-03-08,12,380.61,4567.32,Delhi,Fashion
Product_37,2024-05-27,9,123.72,1113.48,Delhi,Groceries
Product_41,2024-01-21,16,352.36,5637.76,Chennai,Electronics
Product_31,2024-03-13,6,341.1,2046.6,Hyderabad,Fashion
Product_34,2024-06-28,12,286.88,3442.56,Bangalore,Groceries
Product_19,2024-05-30,20,190.41,3808.2,Chennai,Groceries
Product_15,2024-01-12,8,383.56,3068.48,Bangalore,Stationery
Product_19,2024-06-05,20,358.5,7170.0,Hyderabad,Beauty
Product_23,2024-01-29,5,190.57,952.85,Hyderabad,Electronics
Product_41,2024-02-17,5,439.15,2195.75,Chennai,Stationery
Product_35,2024-01-04,15,58.08,871.2,Bangalore,Fashion
Product_27,2024-02-08,10,461.76,4617.6,Bangalore,Fashion
Product_50,2024-02-04,13,67.31,875.03,Mumbai,Beauty
Product_35,2024-03-12,12,393.83,4725.96,Chennai,Stationery
Product_22,2024-01-12,9,468.09,4212.81,Delhi,Electronics
Product_20,2024-06-14,11,353.69,3890.59,Mumbai,Beauty
Product_27,2024-02-23,10,455.75,4557.5,Chennai,Fashion
Product_41,2024-06-08,20,427.26,8545.2,Hyderabad,Fashion
Product_10,2024-04-09,13,331.38,4307.94,Mumbai,Groceries
Product_19,2024-04-14,4,103.96,415.84,Delhi,Groceries
Product_31,2024-03-20,20,458.31,9166.2,Hyderabad,Stationery
Product_22,2024-02-21,6,108.27,649.62,Hyderabad,Fashion
Product_27,2024-06-03,15,177.87,2668.05,Bangalore,Beauty
Product_40,2024-02-10,8,288.78,2310.24,Bangalore,Groceries
Product_32,2024-02-25,14,303.08,4243.12,Hyderabad,Fashion
Product_10,2024-04-10,16,215.83,3453.28,Bangalore,Fashion
Product_25,2024-02-25,10,449.93,4499.3,Hyderabad,Beauty
Product_24,2024-04-04,6,490.46,2942.76,Bangalore,Stationery
Product_47,2024-02-05,8,127.73,1021.84,Bangalore,Stationery
Product_33,2024-03-17,10,437.1,4371.0,Chennai,Fashion
Product_47,2024-05-13,6,141.5,849.0,Hyderabad,Electronics
Product_22,2024-04-29,13,498.6,6481.8,Bangalore,Beauty
Product_11,2024-06-10,18,111.79,2012.22,Delhi,Fashion
Product_10,2024-01-12,14,356.24,4987.36,Bangalore,Groceries
Product_43,2024-06-02,12,237.0,2844.0,Mumbai,Stationery
Product_44,2024-06-28,3,162.42,487.26,Bangalore,Groceries
Product_16,2024-02-04,20,61.01,1220.2,Mumbai,Electronics
Product_41,2024-05-20,5,379.92,1899.6,Hyderabad,Fashion
Product_4,2024-06-21,19,294.74,5600.06,Mumbai,Electronics
Product_9,2024-03-25,16,393.89,6302.24,Chennai,Groceries
Product_24,2024-05-17,6,273.99,1643.94,Delhi,Beauty
Product_16,2024-05-11,5,469.85,2349.25,Bangalore,Groceries
Product_49,2024-06-25,19,109.11,2073.09,Chennai,Groceries
Product_32,2024-03-17,10,265.06,2650.6,Delhi,Beauty
Product_22,2024-02-28,11,129.59,1425.49,Bangalore,Fashion
Product_30,2024-01-26,7,78.13,546.91,Chennai,Fashion
Product_29,2024-03-27,13,195.78,2545.14,Chennai,Beauty
Product_31,2024-02-07,10,150.27,1502.7,Mumbai,Stationery
Product_1,2024-05-17,4,101.2,404.8,Chennai,Groceries
Product_3,2024-01-27,18,151.61,2728.98,Hyderabad,Electronics
Product_26,2024-05-20,10,267.56,2675.6,Hyderabad,Beauty
Product_13,2024-05-09,1,401.25,401.25,Mumbai,Stationery
Product_15,2024-04-05,19,450.33,8556.27,Hyderabad,Groceries
Product_13,2024-03-06,16,445.13,7122.08,Chennai,Electronics
Product_48,2024-03-16,3,463.96,1391.88,Chennai,Fashion
Product_50,2024-01-08,20,220.55,4411.0,Bangalore,Beauty
Product_7,2024-01-10,2,247.39,494.78,Bangalore,Groceries
Product_7,2024-06-06,12,233.34,2800.08,Delhi,Stationery
Product_7,2024-02-08,5,86.46,432.3,Mumbai,Groceries
Product_8,2024-02-22,3,217.23,651.69,Hyderabad,Stationery
Product_28,2024-03-30,16,238.92,3822.72,Mumbai,Fashion
Product_44,2024-03-08,1,123.76,123.76,Delhi,Electronics
Product_29,2024-01-23,8,334.19,2673.52,Mumbai,Electronics
Product_44,2024-03-05,15,292.78,4391.7,Mumbai,Groceries
Product_48,2024-05-18,10,248.15,2481.5,Chennai,Electronics
Product_47,2024-06-16,1,152.32,152.32,Delhi,Beauty
Product_16,2024-03-15,16,260.25,4164.0,Hyderabad,Electronics
Product_34,2024-06-27,16,441.69,7067.04,Bangalore,Groceries
Product_19,2024-02-07,20,461.1,9222.0,Chennai,Groceries
Product_46,2024-06-09,9,344.3,3098.7,Chennai,Electronics
Product_32,2024-06-25,8,229.82,1838.56,Mumbai,Groceries
Product_14,2024-06-12,1,126.88,126.88,Mumbai,Stationery
Product_32,2024-01-13,5,472.14,2360.7,Hyderabad,Electronics
Product_47,2024-02-22,4,221.97,887.88,Hyderabad,Fashion
Product_32,2024-05-15,1,370.94,370.94,Bangalore,Beauty
Product_38,2024-01-14,8,236.65,1893.2,Mumbai,Stationery
Product_36,2024-05-12,13,277.36,3605.68,Bangalore,Groceries
Product_29,2024-03-24,6,356.18,2137.08,Bangalore,Groceries
Product_4,2024-02-25,7,341.39,2389.73,Bangalore,Electronics
Product_11,2024-03-27,20,212.7,4254.0,Hyderabad,Beauty
Product_9,2024-04-04,1,354.7,354.7,Hyderabad,Beauty
Product_33,2024-04-13,6,81.01,486.06,Delhi,Fashion
Product_19,2024-05-24,11,413.01,4543.11,Hyderabad,Fashion
Product_31,2024-06-19,7,79.35,555.45,Hyderabad,Groceries
Product_23,2024-04-06,4,112.86,451.44,Mumbai,Groceries
Product_16,2024-06-04,11,148.05,1628.55,Mumbai,Beauty
Product_49,2024-04-07,2,288.28,576.56,Hyderabad,Electronics
Product_32,2024-06-10,7,433.63,3035.41,Mumbai,Groceries
Product_26,2024-01-26,20,87.33,1746.6,Mumbai,Groceries
Product_50,2024-01-19,16,376.7,6027.2,Chennai,Groceries
Product_22,2024-06-04,5,357.88,1789.4,Mumbai,Groceries
Product_17,2024-05-09,11,272.02,2992.22,Hyderabad,Fashion
Product_20,2024-01-20,6,417.13,2502.78,Mumbai,Beauty
Product_12,2024-03-19,11,365.21,4017.31,Chennai,Electronics
Product_19,2024-06-13,2,399.12,798.24,Delhi,Electronics
Product_43,2024-06-01,14,335.32,4694.48,Mumbai,Fashion
Product_6,2024-04-06,13,143.18,1861.34,Bangalore,Stationery
Product_31,2024-04-06,1,423.43,423.43,Bangalore,Fashion
Product_6,2024-02-16,12,185.35,2224.2,Delhi,Beauty
Product_7,2024-05-30,4,225.35,901.4,Chennai,Stationery
Product_9,2024-01-21,6,391.74,2350.44,Delhi,Stationery
Product_45,2024-06-12,7,88.02,616.14,Chennai,Groceries
Product_27,2024-03-11,14,117.47,1644.58,Delhi,Fashion
Product_9,2024-02-15,2,267.46,534.92,Mumbai,Fashion
